file_name,class,width,height,aspect_ratio,file_size_kb,mean_intensity,std_intensity,skewness,kurtosis,entropy,edge_density,laplacian_var,mean_r,mean_g,mean_b,main_class,resolution,class_label,error
C:\Users\Asmita Pathak\OneDrive\Desktop\feature_extractor\AI_TraceFinder\dataset\Official\EpsonV39-2\300\s9_18.tif,,,,,,,,,,,,,,,,EpsonV39-2,300,EpsonV39-2_300,"Unable to allocate 66.4 MiB for an array with shape (8699840,) and data type float64"
C:\Users\Asmita Pathak\OneDrive\Desktop\feature_extractor\AI_TraceFinder\dataset\Official\EpsonV39-2\300\s9_19.tif,,,,,,,,,,,,,,,,EpsonV39-2,300,EpsonV39-2_300,"Unable to allocate 66.4 MiB for an array with shape (8699840,) and data type float64"
C:\Users\Asmita Pathak\OneDrive\Desktop\feature_extractor\AI_TraceFinder\dataset\Official\EpsonV39-2\300\s9_20.tif,,,,,,,,,,,,,,,,EpsonV39-2,300,EpsonV39-2_300,"Unable to allocate 66.4 MiB for an array with shape (8699840,) and data type float64"
C:\Users\Asmita Pathak\OneDrive\Desktop\feature_extractor\AI_TraceFinder\dataset\Official\EpsonV39-2\300\s9_21.tif,,,,,,,,,,,,,,,,EpsonV39-2,300,EpsonV39-2_300,"Unable to allocate 66.4 MiB for an array with shape (8699840,) and data type float64"
C:\Users\Asmita Pathak\OneDrive\Desktop\feature_extractor\AI_TraceFinder\dataset\Official\EpsonV39-2\300\s9_22.tif,,,,,,,,,,,,,,,,EpsonV39-2,300,EpsonV39-2_300,"Unable to allocate 66.4 MiB for an array with shape (8699840,) and data type float64"
s9_23.tif,EpsonV39-2,2480.0,3508.0,0.707,25495.07,250.76,22.1,-6.856,48.449,1.179,0.013,326.927,251.39,250.67,249.29,,,,
s9_24.tif,EpsonV39-2,2480.0,3508.0,0.707,25495.07,251.657,20.752,-7.467,56.719,0.84,0.013,310.631,251.82,251.67,250.97,,,,
s9_25.tif,EpsonV39-2,2480.0,3508.0,0.707,25495.07,248.543,31.051,-5.354,27.634,1.144,0.015,338.522,248.83,248.55,247.5,,,,
s9_28.tif,EpsonV39-2,2480.0,3508.0,0.707,25495.07,251.775,21.07,-8.017,64.755,0.924,0.008,180.193,252.02,251.82,250.7,,,,
s10_27.tif,EpsonV550,1239.0,1754.0,0.706,6368.94,245.373,35.124,-4.066,15.634,1.453,0.043,1589.583,246.39,245.25,242.95,,,,
s10_30.tif,EpsonV550,1239.0,1754.0,0.706,6368.94,248.728,24.501,-4.508,19.342,1.52,0.024,524.455,248.88,248.96,246.68,,,,
s10_32.tif,EpsonV550,1239.0,1754.0,0.706,6368.94,250.738,19.591,-6.707,48.488,1.507,0.037,998.603,251.6,251.14,246.22,,,,
s10_33.tif,EpsonV550,1239.0,1754.0,0.706,6368.94,244.855,34.217,-3.875,14.397,1.644,0.061,2254.466,245.8,244.81,242.2,,,,
s10_34.tif,EpsonV550,1239.0,1754.0,0.706,6368.94,251.224,19.352,-7.046,52.489,1.33,0.028,887.48,251.82,251.53,247.78,,,,
s10_100.tif,EpsonV550,2478.0,3508.0,0.706,25474.52,250.306,24.089,-6.628,44.011,1.487,0.011,232.804,250.96,250.6,246.84,,,,
s10_23.tif,EpsonV550,2478.0,3508.0,0.706,25474.52,250.451,21.804,-6.799,47.365,1.578,0.013,296.639,251.67,250.52,246.63,,,,
s10_73.tif,EpsonV550,2478.0,3508.0,0.706,25474.52,246.031,33.727,-4.458,18.984,1.825,0.024,385.663,247.48,246.04,241.92,,,,
s10_90.tif,EpsonV550,2478.0,3508.0,0.706,25474.52,249.14,25.57,-5.742,33.408,1.672,0.025,566.658,250.01,249.4,245.3,,,,
s10_91.tif,EpsonV550,2478.0,3508.0,0.706,25474.52,249.095,28.088,-5.73,32.168,1.498,0.014,273.015,249.85,249.39,245.3,,,,
s10_92.tif,EpsonV550,2478.0,3508.0,0.706,25474.52,249.935,25.274,-6.357,40.273,1.514,0.013,250.959,250.72,250.16,246.45,,,,
s10_94.tif,EpsonV550,2478.0,3508.0,0.706,25474.52,249.698,25.336,-6.482,41.793,1.724,0.012,239.739,250.83,250.02,244.9,,,,
s10_95.tif,EpsonV550,2478.0,3508.0,0.706,25474.52,251.084,22.162,-7.146,51.538,1.235,0.013,256.132,251.59,251.33,248.19,,,,
s10_96.tif,EpsonV550,2478.0,3508.0,0.706,25474.52,249.323,27.079,-5.902,34.576,1.53,0.009,183.936,249.85,249.65,245.98,,,,
s10_98.tif,EpsonV550,2478.0,3508.0,0.706,25474.52,244.283,35.907,-3.869,14.042,1.923,0.044,961.504,245.26,244.4,240.87,,,,
s10_99.tif,EpsonV550,2478.0,3508.0,0.706,25474.52,249.366,25.45,-6.383,41.371,1.787,0.012,254.971,250.88,249.93,242.33,,,,
s11_43.tif,HP,1240.0,1743.0,0.711,6334.1,240.379,20.537,-6.257,41.038,2.839,0.027,1383.886,240.41,240.42,240.07,,,,
s11_46.tif,HP,1240.0,1727.0,0.718,6275.96,240.3,25.611,-5.166,26.895,2.912,0.038,1873.418,240.29,240.34,240.11,,,,
s11_48.tif,HP,1240.0,1727.0,0.718,6275.96,240.893,17.315,-6.12,43.864,3.002,0.039,1129.435,240.99,240.9,240.56,,,,
s11_99.tif,HP,1240.0,1727.0,0.718,6275.96,241.638,24.351,-6.146,38.581,2.804,0.022,1059.767,242.02,241.88,239.36,,,,
s11_39.tif,HP,2481.0,3487.0,0.711,25352.67,238.908,20.179,-6.283,41.893,3.057,0.017,558.425,238.88,238.95,238.75,,,,
s11_69.tif,HP,2481.0,3487.0,0.711,25352.67,236.909,21.848,-6.367,42.121,3.071,0.014,468.423,236.96,236.93,236.67,,,,
s11_71.tif,HP,2481.0,3471.0,0.715,25236.34,235.635,19.575,-6.592,46.341,3.097,0.015,497.555,235.71,235.64,235.42,,,,
s11_74.tif,HP,2481.0,3487.0,0.711,25352.67,237.998,19.779,-6.585,46.751,3.084,0.014,521.907,237.86,238.07,237.96,,,,
